Commune,Departement,Code INSEE,D102.0,Année
Clos-Fontaine,77,77119,2.35,2014
Cocherel,77,77120,2.01,2014
Coignières,78,78168,3.61,2014
Collégien,77,77121,2.32,2014
Colombes,92,92025,,2014
Combs-la-Ville,77,77122,,2014
Commeny (avant 2024),95,95169,,2014
Compans,77,77123,,2014
Conches-sur-Gondoire,77,77124,2.32,2014
Condé-Sainte-Libiaire,77,77125,,2014
Condé-sur-Vesgre,78,78171,3.26,2014
Condécourt,95,95170,,2014
Conflans-Sainte-Honorine,78,78172,,2014
Congerville-Thionville,91,91613,,2014
Congis-sur-Thérouanne,77,77126,2.01,2014
Corbeil-Essonnes,91,91174,,2014
Corbreuse,91,91175,2.46,2014
Cormeilles-en-Parisis,95,95176,2.05,2014
Cormeilles-en-Vexin,95,95177,2.8,2014
Coubert,77,77127,,2014
Coubron,93,93015,2.05,2014
Couilly-Pont-aux-Dames,77,77128,,2014
Coulombs-en-Valois,77,77129,2.01,2014
Coulommes,77,77130,,2014
Coulommiers,77,77131,,2014
Coupvray,77,77132,,2014
Courances,91,91180,,2014
Courbevoie,92,92026,,2014
Courcelles-en-Bassée,77,77133,1.96,2014
Courchamp,77,77134,,2014
Courdimanche,95,95183,1.87,2014
Courdimanche-sur-Essonne,91,91184,,2014
Courquetaine,77,77136,,2014
Courson-Monteloup,91,91186,,2014
Courtacon,77,77137,,2014
Courtomer,77,77138,3.6,2014
Courtry,77,77139,2.32,2014
Coutençon,77,77140,,2014
Coutevroult,77,77141,,2014
Crespières,78,78189,1.93,2014
Crisenoy,77,77145,,2014
Croissy-Beaubourg,77,77146,,2014
Croissy-sur-Seine,78,78190,,2014
Crosne,91,91191,,2014
Crouy-sur-Ourcq,77,77148,2.01,2014
Crèvecoeur-en-Brie,77,77144,2.05,2014
Crécy-la-Chapelle,77,77142,,2014
Crégy-lès-Meaux,77,77143,,2014
Créteil,94,94028,,2014
Cuisy,77,77150,,2014
Cély,77,77065,,2014
D'Huison-Longueville,91,91198,,2014
Dagny,77,77151,,2014
Dammarie-les-Lys,77,77152,,2014
Dammartin-en-Goële,77,77153,,2014
Dammartin-en-Serve,78,78192,,2014
Dammartin-sur-Tigeaux,77,77154,,2014
Dampmart,77,77155,2.32,2014
Dannemarie,78,78194,2.28,2014
Dannemois,91,91195,,2014
Darvault,77,77156,3.48,2014
Davron,78,78196,1.93,2014
Deuil-la-Barre,95,95197,2.05,2014
Dhuisy,77,77157,2.01,2014
Diant,77,77158,4.6,2014
Domont,95,95199,2.05,2014
Donnemarie-Dontilly,77,77159,,2014
Doue,77,77162,,2014
Dourdan,91,91200,,2014
Douy-la-Ramée,77,77163,2.01,2014
Drancy,93,93029,2.05,2014
Drocourt,78,78202,,2014
Dugny,93,93030,2.05,2014
Eaubonne,95,95203,2.05,2014
Ecquevilly,78,78206,,2014
Enghien-les-Bains,95,95210,2.05,2014
Ennery,95,95211,2.23,2014
Ermont,95,95219,2.05,2014
Esbly,77,77171,,2014
Esmans,77,77172,1.96,2014
Everly,77,77174,,2014
Faremoutiers,77,77176,,2014
Favières,77,77177,2.23,2014
Favrieux,78,78231,,2014
Faÿ-lès-Nemours,77,77178,3.48,2014
Ferrières-en-Brie,77,77181,2.94,2014
Feucherolles,78,78233,1.93,2014
Flacourt,78,78234,,2014
Fleury-Mérogis,91,91235,,2014
Fleury-en-Bière,77,77185,,2014
Flexanville,78,78236,2.06,2014
Flins-Neuve-Église,78,78237,2.7,2014
Flins-sur-Seine,78,78238,,2014
Follainville-Dennemont,78,78239,,2014
Fontaine-Fourches,77,77187,,2014
Fontaine-la-Rivière,91,91240,,2014
Fontaine-le-Port,77,77188,,2014
Fontainebleau,77,77186,,2014
Fontains,77,77190,,2014
Fontenailles,77,77191,2.35,2014
Fontenay-Mauvoisin,78,78245,,2014
Fontenay-Saint-Père,78,78246,,2014
Fontenay-Trésigny,77,77192,2.69,2014
Fontenay-aux-Roses,92,92032,2.05,2014
Fontenay-en-Parisis,95,95241,,2014
Fontenay-le-Fleury,78,78242,3.61,2014
Fontenay-le-Vicomte,91,91244,,2014
Fontenay-lès-Briis,91,91243,,2014
Fontenay-sous-Bois,94,94033,2.05,2014
Forfry,77,77193,,2014
Forges,77,77194,1.96,2014
Forges-les-Bains,91,91249,,2014
Fosses,95,95250,2.17,2014
Fouju,77,77195,,2014
Franconville,95,95252,2.05,2014
Freneuse,78,78255,1.95,2014
Fresnes,94,94034,,2014
Fresnes-sur-Marne,77,77196,,2014
Fromont,77,77198,,2014
Frouville,95,95258,1.77,2014
Frémainville,95,95253,,2014
Frémécourt,95,95254,2.8,2014
Frépillon,95,95256,2.05,2014
Frétoy,77,77197,,2014
Fublaines,77,77199,,2014
Féricy,77,77179,,2014
Gagny,93,93032,2.05,2014
Gaillon-sur-Montcient,78,78261,,2014
Galluis,78,78262,2.06,2014
Gambais,78,78263,2.06,2014
Gambaiseuil,78,78264,2.06,2014
Garancières,78,78265,2.06,2014
Garches,92,92033,3.61,2014
Garentreville,77,77200,1.35,2014
Gargenville,78,78267,,2014
Garges-lès-Gonesse,95,95268,,2014
Gastins,77,77201,4.02,2014
Gazeran,78,78269,3.26,2014
Gennevilliers,92,92036,,2014
Gentilly,94,94037,,2014
Germigny-l'Évêque,77,77203,,2014
Germigny-sous-Coulombs,77,77204,2.01,2014
Gesvres-le-Chapitre,77,77205,,2014
Gif-sur-Yvette,91,91272,,2014
Giremoutiers,77,77206,,2014
Gironville-sur-Essonne,91,91273,,2014
Gometz-la-Ville,91,91274,2.82,2014
Gometz-le-Châtel,91,91275,,2014
Gommecourt,78,78276,1.95,2014
Gonesse,95,95277,,2014
Gouaix,77,77208,,2014
Goupillières,78,78278,2.06,2014
Gournay-sur-Marne,93,93033,2.05,2014
Goussainville,95,95280,,2014
Goussonville,78,78281,,2014
Gouvernes,77,77209,2.32,2014
Gouzangrez,95,95282,,2014
Grandchamp,78,78283,3.26,2014
Grandpuits-Bailly-Carrois,77,77211,2.35,2014
Gravon,77,77212,,2014
Gressey,78,78285,,2014
Gressy,77,77214,,2014
Gretz-Armainvilliers,77,77215,,2014
Grigny,91,91286,,2014
Grisy-Suisnes,77,77217,,2014
Grisy-sur-Seine,77,77218,,2014
Groslay,95,95288,2.05,2014
Grosrouvre,78,78289,2.06,2014
Guercheville,77,77220,1.78,2014
Guermantes,77,77221,2.32,2014
Guernes,78,78290,,2014
Guerville,78,78291,,2014
Guibeville,91,91292,,2014
Guignes,77,77222,,2014
Guigneville-sur-Essonne,91,91293,,2014
Guillerval,91,91294,,2014
Guitrancourt,78,78296,,2014
Gurcy-le-Châtel,77,77223,,2014
Guyancourt,78,78297,3.61,2014
Guérard,77,77219,,2014
Haravilliers,95,95298,2.8,2014
Hardricourt,78,78299,,2014
Hargeville,78,78300,,2014
Hautefeuille,77,77224,,2014
Herblay-sur-Seine,95,95306,2.05,2014
Hermeray,78,78307,3.26,2014
Hermé,77,77227,,2014
Hondevilliers,77,77228,,2014
Houdan,78,78310,,2014
Houilles,78,78311,2.05,2014
Hédouville,95,95304,1.77,2014
Héricy,77,77226,,2014
Hérouville-en-Vexin,95,95308,2.23,2014
Ichy,77,77230,,2014
Igny,91,91312,2.05,2014
Isles-les-Meldeuses,77,77231,2.01,2014
Isles-lès-Villenoy,77,77232,,2014
Issou,78,78314,,2014
Issy-les-Moulineaux,92,92040,2.05,2014
Itteville,91,91315,,2014
Iverny,77,77233,,2014
Ivry-sur-Seine,94,94041,,2014
Jablines,77,77234,,2014
Jagny-sous-Bois,95,95316,,2014
Jaignes,77,77235,2.01,2014
Jambville,78,78317,,2014
Janville-sur-Juine,91,91318,,2014
Janvry,91,91319,2.82,2014
Jaulnes,77,77236,,2014
Joinville-le-Pont,94,94042,2.05,2014
Jossigny,77,77237,2.32,2014
Jouarre,77,77238,,2014
Jouars-Pontchartrain,78,78321,2.06,2014
Jouy-Mauvoisin,78,78324,,2014
Jouy-en-Josas,78,78322,2.05,2014
Jouy-le-Châtel,77,77239,,2014
Jouy-le-Moutier,95,95323,1.87,2014
Jouy-sur-Morin,77,77240,,2014
Juilly,77,77241,,2014
Jumeauville,78,78325,,2014
Jutigny,77,77242,,2014
Juvisy-sur-Orge,91,91326,2.05,2014
Juziers,78,78327,,2014
L' Haÿ-les-Roses,94,94038,2.05,2014
L' Isle-Adam,95,95313,2.7,2014
L' Étang-la-Ville,78,78224,,2014
L' Île-Saint-Denis,93,93039,2.05,2014
La Boissière-École,78,78077,3.26,2014
La Brosse-Montceaux,77,77054,1.96,2014
La Celle-Saint-Cloud,78,78126,3.61,2014
La Celle-les-Bordes,78,78125,2.46,2014
La Celle-sur-Morin,77,77063,,2014
La Chapelle-Gauthier,77,77086,,2014
La Chapelle-Moutils,77,77093,,2014
La Chapelle-Saint-Sulpice,77,77090,,2014
La Chapelle-en-Vexin,95,95139,2.83,2014
La Chapelle-la-Reine,77,77088,,2014
La Courneuve,93,93027,2.05,2014
La Croix-en-Brie,77,77147,2.82,2014
La Falaise,78,78230,,2014
La Ferté-Alais,91,91232,,2014
La Ferté-Gaucher,77,77182,,2014
La Ferté-sous-Jouarre,77,77183,,2014
La Forêt-Sainte-Croix,91,91248,,2014
La Forêt-le-Roi,91,91247,,2014
La Frette-sur-Seine,95,95257,2.05,2014
La Garenne-Colombes,92,92035,,2014
La Genevraye,77,77202,2.56,2014
La Grande-Paroisse,77,77210,1.96,2014
La Haute-Maison,77,77225,,2014
La Hauteville,78,78302,3.26,2014
La Houssaye-en-Brie,77,77229,2.05,2014
La Madeleine-sur-Loing,77,77267,,2014
La Norville,91,91457,,2014
La Queue-en-Brie,94,94060,2.52,2014
La Queue-les-Yvelines,78,78513,2.06,2014
La Roche-Guyon,95,95523,,2014
La Rochette,77,77389,,2014
La Tombe,77,77467,,2014
La Trétoire,77,77472,,2014
La Verrière,78,78644,3.61,2014
La Ville-du-Bois,91,91665,,2014
Labbeville,95,95328,1.77,2014
Lagny-sur-Marne,77,77243,2.32,2014
Lainville-en-Vexin,78,78329,,2014
Larchant,77,77244,,2014
Lardy,91,91330,,2014
Lassy,95,95331,2.17,2014
Laval-en-Brie,77,77245,1.96,2014
Le Bellay-en-Vexin,95,95054,2.8,2014
Le Blanc-Mesnil,93,93007,,2014
Le Bourget,93,93013,2.05,2014
Le Chesnay-Rocquencourt,78,78158,3.61,2014
Le Châtelet-en-Brie,77,77100,,2014
Le Coudray-Montceaux,91,91179,,2014
Le Heaulme,95,95303,2.8,2014
Le Kremlin-Bicêtre,94,94043,,2014
Le Mesnil-Amelot,77,77291,,2014
Le Mesnil-Aubry,95,95395,,2014
Le Mesnil-Saint-Denis,78,78397,2.06,2014
Le Mesnil-le-Roi,78,78396,2.05,2014
Le Mée-sur-Seine,77,77285,,2014
Le Mérévillois,91,91390,,2014
Le Pecq,78,78481,,2014
Le Perchay,95,95483,,2014
Le Perray-en-Yvelines,78,78486,2.06,2014
Le Perreux-sur-Marne,94,94058,2.05,2014
Le Pin,77,77363,2.32,2014
Le Plessis-Bouchard,95,95491,2.05,2014
Le Plessis-Gassot,95,95492,,2014
Le Plessis-Luzarches,95,95493,2.17,2014
Le Plessis-Placy,77,77367,2.01,2014
Le Plessis-Pâté,91,91494,,2014
Le Plessis-Robinson,92,92060,2.05,2014
Le Plessis-Trévise,94,94059,2.52,2014
Le Plessis-aux-Bois,77,77364,,2014
Le Plessis-l'Évêque,77,77366,,2014
Le Port-Marly,78,78502,,2014
Le Pré-Saint-Gervais,93,93061,,2014
Le Raincy,93,93062,2.05,2014
Le Tartre-Gaudran,78,78606,3.26,2014
Le Tertre-Saint-Denis,78,78608,,2014
Le Thillay,95,95612,,2014
Le Tremblay-sur-Mauldre,78,78623,2.06,2014
Le Val-Saint-Germain,91,91630,,2014
Le Vaudoué,77,77485,,2014
Le Vésinet,78,78650,,2014
Les Alluets-le-Roi,78,78010,1.93,2014
Les Bréviaires,78,78108,3.26,2014
Les Chapelles-Bourbon,77,77091,2.05,2014
Les Clayes-sous-Bois,78,78165,3.61,2014
Les Essarts-le-Roi,78,78220,2.06,2014
Les Granges-le-Roi,91,91284,,2014
Les Lilas,93,93045,,2014
Les Loges-en-Josas,78,78343,2.05,2014
Les Marêts,77,77275,,2014
Les Mesnuls,78,78398,2.06,2014
Les Mureaux,78,78440,,2014
Les Ormes-sur-Voulzie,77,77347,,2014
Les Pavillons-sous-Bois,93,93057,2.05,2014
Les Ulis,91,91692,,2014
Les Écrennes,77,77165,,2014
Lescherolles,77,77247,,2014
Lesches,77,77248,2.94,2014
Leudeville,91,91332,,2014
Leudon-en-Brie,77,77250,,2014
Leuville-sur-Orge,91,91333,,2014
Levallois-Perret,92,92044,2.05,2014
Lieusaint,77,77251,,2014
Limay,78,78335,,2014
Limeil-Brévannes,94,94044,,2014
Limetz-Villez,78,78337,1.95,2014
Limoges-Fourches,77,77252,,2014
Limours,91,91338,2.68,2014
Linas,91,91339,,2014
Lisses,91,91340,,2014
Lissy,77,77253,,2014
Liverdy-en-Brie,77,77254,,2014
Livilliers,95,95341,2.23,2014
Livry-Gargan,93,93046,2.05,2014
Livry-sur-Seine,77,77255,,2014
Lizines,77,77256,,2014
Lizy-sur-Ourcq,77,77257,2.01,2014
Lognes,77,77258,,2014
Longjumeau,91,91345,,2014
Longnes,78,78346,2.7,2014
Longperrier,77,77259,,2014
Longpont-sur-Orge,91,91347,,2014
Longuesse,95,95348,,2014
Longueville,77,77260,,2014
Longvilliers,78,78349,2.46,2014
Lorrez-le-Bocage-Préaux,77,77261,4.6,2014
Louan-Villegruis-Fontaine,77,77262,,2014
Louveciennes,78,78350,3.61,2014
Louvres,95,95351,,2014
Luisetaines,77,77263,,2014
Lumigny-Nesles-Ormeaux,77,77264,3.57,2014
Luzancy,77,77265,,2014
Luzarches,95,95352,,2014
Léchelle,77,77246,,2014
Lévis-Saint-Nom,78,78334,2.06,2014
Machault,77,77266,,2014
Maffliers,95,95353,2.6,2014
Magnanville,78,78354,,2014
Magny-en-Vexin,95,95355,2.83,2014
Magny-le-Hongre,77,77268,,2014
Magny-les-Hameaux,78,78356,2.06,2014
Maincy,77,77269,,2014
Maison-Rouge,77,77272,,2014
Maisoncelles-en-Brie,77,77270,,2014
Maisoncelles-en-Gâtinais,77,77271,,2014
Maisons-Alfort,94,94046,2.05,2014
Maisons-Laffitte,78,78358,,2014
Maisse,91,91359,,2014
Malakoff,92,92046,2.05,2014
Mandres-les-Roses,94,94047,,2014
Mantes-la-Jolie,78,78361,,2014
Mantes-la-Ville,78,78362,,2014
Marchémoret,77,77273,,2014
Marcilly,77,77274,,2014
Marcoussis,91,91363,,2014
Marcq,78,78364,2.06,2014
Mareil-Marly,78,78367,,2014
Mareil-en-France,95,95365,,2014
Mareil-le-Guyon,78,78366,2.06,2014
Mareil-sur-Mauldre,78,78368,2.06,2014
Mareuil-lès-Meaux,77,77276,,2014
Margency,95,95369,2.05,2014
Marines,95,95370,2.8,2014
Marles-en-Brie,77,77277,2.69,2014
Marly-la-Ville,95,95371,2.17,2014
Marly-le-Roi,78,78372,,2014
Marnes-la-Coquette,92,92047,3.61,2014
Marolles-en-Beauce,91,91374,,2014
Marolles-en-Brie,77,77278,,2014
Marolles-en-Hurepoix,91,91376,,2014
Marolles-sur-Seine,77,77279,1.96,2014
Mary-sur-Marne,77,77280,2.01,2014
Massy,91,91377,2.05,2014
Mauchamps,91,91378,,2014
Maulette,78,78381,2.06,2014
Mauperthuis,77,77281,,2014
Maurecourt,78,78382,1.87,2014
Mauregard,77,77282,,2014
Maurepas,78,78383,3.61,2014
May-en-Multien,77,77283,2.01,2014
Meaux,77,77284,,2014
Meigneux,77,77286,,2014
Meilleray,77,77287,,2014
Melun,77,77288,,2014
Melz-sur-Seine,77,77289,,2014
Mennecy,91,91386,,2014
Menouville,95,95387,1.77,2014
Menucourt,95,95388,1.87,2014
Mespuits,91,91399,,2014
Messy,77,77292,,2014
Meudon,92,92048,2.05,2014
Meulan-en-Yvelines,78,78401,,2014
Millemont,78,78404,2.06,2014
Milly-la-Forêt,91,91405,,2014
Milon-la-Chapelle,78,78406,2.06,2014
Misy-sur-Yonne,77,77293,1.96,2014
Mitry-Mory,77,77294,,2014
Mittainville,78,78407,3.26,2014
Moigny-sur-École,91,91408,,2014
Moisenay,77,77295,,2014
Moisselles,95,95409,2.6,2014
Moissy-Cramayel,77,77296,,2014
Mondeville,91,91412,,2014
Mondreville,78,78413,2.3,2014
Monnerville,91,91414,,2014
Mons-en-Montois,77,77298,,2014
Montainville,78,78415,2.06,2014
Montalet-le-Bois,78,78416,,2014
Montceaux-lès-Meaux,77,77300,,2014
Montceaux-lès-Provins,77,77301,,2014
Montdauphin,77,77303,,2014
Montenils,77,77304,,2014
Montereau-Fault-Yonne,77,77305,1.96,2014
Montereau-sur-le-Jard,77,77306,,2014
Montesson,78,78418,,2014
Montfermeil,93,93047,2.05,2014
Montfort-l'Amaury,78,78420,2.06,2014
Montgeron,91,91421,,2014
Montgé-en-Goële,77,77308,,2014
Monthyon,77,77309,,2014
Montigny-Lencoup,77,77311,,2014
Montigny-le-Bretonneux,78,78423,3.61,2014
Montigny-le-Guesdier,77,77310,,2014
Montigny-lès-Cormeilles,95,95424,2.05,2014
Montigny-sur-Loing,77,77312,2.56,2014
Montlhéry,91,91425,,2014
Montlignon,95,95426,2.05,2014
Montmachoux,77,77313,1.96,2014
Montmagny,95,95427,2.05,2014
Montmorency,95,95428,2.05,2014
Montolivet,77,77314,,2014
Montreuil,93,93048,,2014
Montrouge,92,92049,2.05,2014
Montry,77,77315,,2014
Montsoult,95,95430,2.6,2014
Montévrain,77,77307,2.94,2014
Morainvilliers,78,78431,1.93,2014
Moret-Loing-et-Orvanne,77,77316,2.56,2014
Morigny-Champigny,91,91433,,2014
Mormant,77,77317,,2014
Morsang-sur-Orge,91,91434,,2014
Morsang-sur-Seine,91,91435,,2014
Mortcerf,77,77318,2.05,2014
Mortery,77,77319,,2014
Mouroux,77,77320,,2014
Mours,95,95436,,2014
Mousseaux-lès-Bray,77,77321,,2014
Mousseaux-sur-Seine,78,78437,,2014
Moussy,95,95438,2.8,2014
Moussy-le-Neuf,77,77322,,2014
Moussy-le-Vieux,77,77323,,2014
Mouy-sur-Seine,77,77325,,2014
Médan,78,78384,1.93,2014
Méricourt,78,78391,,2014
Mériel,95,95392,2.05,2014
Mérobert,91,91393,1.51,2014
Méry-sur-Marne,77,77290,,2014
Méry-sur-Oise,95,95394,2.05,2014
Méré,78,78389,2.06,2014
Mézières-sur-Seine,78,78402,,2014
Mézy-sur-Seine,78,78403,,2014
Nainville-les-Roches,91,91441,,2014
Nandy,77,77326,,2014
Nangis,77,77327,2.78,2014
Nanteau-sur-Essonne,77,77328,2.51,2014
Nanteau-sur-Lunain,77,77329,2.88,2014
Nanterre,92,92050,,2014
Nanteuil-lès-Meaux,77,77330,,2014
Nanteuil-sur-Marne,77,77331,,2014
Nantouillet,77,77332,,2014
Neauphle-le-Château,78,78442,2.06,2014
Neauphle-le-Vieux,78,78443,2.06,2014
Neauphlette,78,78444,2.49,2014
Nemours,77,77333,3.48,2014
Nerville-la-Forêt,95,95445,2.6,2014
Neufmoutiers-en-Brie,77,77336,2.23,2014
Neuilly-Plaisance,93,93049,2.05,2014
Neuilly-en-Vexin,95,95447,2.8,2014
Neuilly-sur-Marne,93,93050,2.05,2014
Neuilly-sur-Seine,92,92051,2.05,2014
Neuville-sur-Oise,95,95450,1.87,2014
Nogent-sur-Marne,94,94052,2.05,2014
Nointel,95,95452,,2014
Noiseau,94,94053,,2014
Noisiel,77,77337,,2014
Noisy-Rudignon,77,77338,1.96,2014
Noisy-le-Grand,93,93051,2.05,2014
Noisy-le-Roi,78,78455,3.61,2014
Noisy-le-Sec,93,93053,,2014
Noisy-sur-Oise,95,95456,,2014
Noisy-sur-École,77,77339,,2014
Nonville,77,77340,,2014
Notre-Dame-de-la-Mer,78,78320,1.95,2014
Noyen-sur-Seine,77,77341,,2014
Nozay,91,91458,,2014
Nézel,78,78451,,2014
Ocquerre,77,77343,2.01,2014
Oinville-sur-Montcient,78,78460,,2014
Oissery,77,77344,,2014
Ollainville,91,91461,,2014
Oncy-sur-École,91,91463,,2014
Orcemont,78,78464,2.46,2014
Orgerus,78,78465,2.06,2014
Orgeval,78,78466,1.93,2014
Orly,94,94054,,2014
Orly-sur-Morin,77,77345,,2014
Ormesson,77,77348,3.48,2014
Ormesson-sur-Marne,94,94055,,2014
Ormoy,91,91468,,2014
Ormoy-la-Rivière,91,91469,,2014
Orphin,78,78470,2.46,2014
Orsay,91,91471,,2014
Orsonville,78,78472,2.46,2014
Orveau,91,91473,,2014
Orvilliers,78,78474,,2014
Osmoy,78,78475,2.06,2014
Osny,95,95476,1.87,2014
Othis,77,77349,,2014
Ozoir-la-Ferrière,77,77350,2.52,2014
Ozouer-le-Voulgis,77,77352,,2014
Palaiseau,91,91477,2.05,2014
Paley,77,77353,4.6,2014
Pamfou,77,77354,,2014
Pantin,93,93055,,2014
Paray-Douaville,78,78478,2.46,2014
Paris,75,75056,1.73,2014
Parmain,95,95480,2.7,2014
Paroy,77,77355,,2014
Passy-sur-Seine,77,77356,,2014
Pecqueuse,91,91482,3.01,2014
Penchard,77,77358,,2014
Perdreauville,78,78484,,2014
Persan,95,95487,,2014
Perthes,77,77359,,2014
Pierre-Levée,77,77361,,2014
Pierrefitte-sur-Seine,93,93059,2.05,2014
Pierrelaye,95,95488,2.05,2014
Piscop,95,95489,2.05,2014
Plaisir,78,78490,3.61,2014
Plessis-Saint-Benoist,91,91495,1.51,2014
Poigny,77,77368,,2014
Poigny-la-Forêt,78,78497,3.26,2014
Poincy,77,77369,,2014
Poissy,78,78498,,2014
Poligny,77,77370,,2014
Pommeuse,77,77371,,2014
Pomponne,77,77372,2.32,2014
Pontault-Combault,77,77373,2.52,2014
Pontcarré,77,77374,2.52,2014
Ponthévrard,78,78499,2.46,2014
Pontoise,95,95500,1.87,2014
Porcheville,78,78501,,2014
Presles,95,95504,,2014
Presles-en-Brie,77,77377,,2014
Pringy,77,77378,,2014
Provins,77,77379,,2014
Prunay-en-Yvelines,78,78506,2.46,2014
Prunay-le-Temple,78,78505,2.06,2014
Prunay-sur-Essonne,91,91507,,2014
Précy-sur-Marne,77,77376,,2014
Puiselet-le-Marais,91,91508,,2014
Puiseux-Pontoise,95,95510,1.87,2014
Puiseux-en-France,95,95509,,2014
Puisieux,77,77380,2.01,2014
Pussay,91,91511,,2014
Puteaux,92,92062,2.05,2014
Périgny,94,94056,,2014
Quiers,77,77381,,2014
Quincy-Voisins,77,77382,,2014
Quincy-sous-Sénart,91,91514,,2014
Raizeux,78,78516,3.26,2014
Rambouillet,78,78517,,2014
Rampillon,77,77383,,2014
Rebais,77,77385,,2014
Recloses,77,77386,,2014
Remauville,77,77387,,2014
Rennemoulin,78,78518,3.61,2014
Reuil-en-Brie,77,77388,,2014
Richarville,91,91519,1.51,2014
Richebourg,78,78520,2.06,2014
Ris-Orangis,91,91521,,2014
Rochefort-en-Yvelines,78,78522,2.46,2014
Roinville,91,91525,,2014
Roinvilliers,91,91526,,2014
Roissy-en-Brie,77,77390,2.52,2014
Roissy-en-France,95,95527,,2014
Rolleboise,78,78528,,2014
Romainville,93,93063,,2014
Ronquerolles,95,95529,3.59,2014
Rosay,78,78530,2.06,2014
Rosny-sous-Bois,93,93064,2.05,2014
Rosny-sur-Seine,78,78531,,2014
Rouilly,77,77391,,2014
Rouvres,77,77392,,2014
Rubelles,77,77394,,2014
Rueil-Malmaison,92,92063,,2014
Rumont,77,77395,,2014
Rungis,94,94065,2.05,2014
Rupéreux,77,77396,,2014
Réau,77,77384,,2014
Sablonnières,77,77398,,2014
Saclas,91,91533,,2014
Saclay,91,91534,,2014
Sagy,95,95535,,2014
Sailly,78,78536,,2014
Saint-Arnoult-en-Yvelines,78,78537,2.46,2014
Saint-Aubin,91,91538,,2014
Saint-Augustin,77,77400,,2014
Saint-Barthélemy,77,77402,,2014
Saint-Brice,77,77403,,2014
Saint-Brice-sous-Forêt,95,95539,2.05,2014
Saint-Chéron,91,91540,2.53,2014
Saint-Cloud,92,92064,3.61,2014
Saint-Cyr-en-Arthies,95,95543,,2014
Saint-Cyr-l'École,78,78545,3.61,2014
Saint-Cyr-la-Rivière,91,91544,,2014
Saint-Cyr-sous-Dourdan,91,91546,,2014
Saint-Cyr-sur-Morin,77,77405,,2014
Saint-Denis,93,93066,2.05,2014
Saint-Denis-lès-Rebais,77,77406,,2014
Saint-Escobille,91,91547,1.51,2014
Saint-Fargeau-Ponthierry,77,77407,,2014
Saint-Fiacre,77,77408,,2014
Saint-Forget,78,78548,2.06,2014
Saint-Germain-Laval,77,77409,1.96,2014
Saint-Germain-Laxis,77,77410,,2014
Saint-Germain-de-la-Grange,78,78550,2.06,2014
Saint-Germain-en-Laye,78,78551,,2014
Saint-Germain-lès-Arpajon,91,91552,,2014
Saint-Germain-lès-Corbeil,91,91553,,2014
Saint-Germain-sous-Doue,77,77411,,2014
Saint-Germain-sur-Morin,77,77413,,2014
Saint-Germain-sur-École,77,77412,,2014
Saint-Gervais,95,95554,2.83,2014
Saint-Gratien,95,95555,2.05,2014
Saint-Hilaire,91,91556,,2014
Saint-Hilarion,78,78557,3.26,2014
Saint-Hilliers,77,77414,,2014
Saint-Jean-de-Beauregard,91,91560,2.77,2014
Saint-Jean-les-Deux-Jumeaux,77,77415,,2014
Saint-Just-en-Brie,77,77416,,2014
Saint-Lambert,78,78561,2.06,2014
Saint-Leu-la-Forêt,95,95563,2.05,2014
Saint-Loup-de-Naud,77,77418,,2014
Saint-Léger,77,77417,,2014
Saint-Léger-en-Yvelines,78,78562,3.26,2014
Saint-Mammès,77,77419,2.56,2014
Saint-Mandé,94,94067,2.05,2014
Saint-Mard,77,77420,,2014
Saint-Mars-Vieux-Maisons,77,77421,,2014
Saint-Martin-de-Bréthencourt,78,78564,2.46,2014
Saint-Martin-des-Champs,78,78565,2.06,2014
Saint-Martin-du-Boschet,77,77424,,2014
Saint-Martin-du-Tertre,95,95566,2.6,2014
Saint-Martin-en-Bière,77,77425,,2014
Saint-Martin-la-Garenne,78,78567,,2014
Saint-Maur-des-Fossés,94,94068,2.05,2014
Saint-Maurice,94,94069,2.05,2014
Saint-Maurice-Montcouronne,91,91568,,2014
Saint-Mesmes,77,77427,,2014
Saint-Michel-sur-Orge,91,91570,,2014
Saint-Méry,77,77426,,2014
Saint-Nom-la-Bretèche,78,78571,1.93,2014
Saint-Ouen-en-Brie,77,77428,2.35,2014
Saint-Ouen-l'Aumône,95,95572,1.87,2014
Saint-Ouen-sur-Morin,77,77429,,2014
Saint-Ouen-sur-Seine,93,93070,2.05,2014
Saint-Pathus,77,77430,,2014
Saint-Pierre-du-Perray,91,91573,,2014
Saint-Pierre-lès-Nemours,77,77431,3.48,2014
Saint-Prix,95,95574,2.05,2014
Saint-Rémy-de-la-Vanne,77,77432,,2014
Saint-Rémy-l'Honoré,78,78576,2.06,2014
Saint-Sauveur-lès-Bray,77,77434,,2014
Saint-Sauveur-sur-École,77,77435,,2014
Saint-Siméon,77,77436,,2014
Saint-Soupplets,77,77437,,2014
Saint-Sulpice-de-Favières,91,91578,,2014
Saint-Thibault-des-Vignes,77,77438,2.32,2014
Saint-Vrain,91,91579,,2014
Saint-Yon,91,91581,,2014
Sainte-Aulde,77,77401,,2014
Sainte-Colombe,77,77404,,2014
Sainte-Geneviève-des-Bois,91,91549,,2014
Sainte-Mesme,78,78569,2.46,2014
Saintry-sur-Seine,91,91577,,2014
Salins,77,77439,1.96,2014
Sammeron,77,77440,,2014
Samois-sur-Seine,77,77441,,2014
Samoreau,77,77442,,2014
Sancy,77,77443,,2014
